wl,n,k
1.27148,3.510917034,3.65E-08
1.27441,3.510461958,3.49E-08
1.27735,3.510008912,3.34E-08
1.28029,3.50955788,3.20E-08
1.28325,3.509110087,3.06E-08
1.2862,3.508664106,2.93E-08
1.28917,3.508220444,2.81E-08
1.29214,3.507779192,2.69E-08
1.29512,3.507340065,2.58E-08
1.29811,3.506903242,2.47E-08
1.3011,3.506468944,2.36E-08
1.3041,3.50603685,2.26E-08
1.3071,3.505606926,2.17E-08
1.31012,3.50517941,2.08E-08
1.31314,3.504753496,1.99E-08
1.31616,3.50433036,1.91E-08
1.3192,3.503909315,1.83E-08
1.32224,3.503490249,1.76E-08
1.32529,3.503073556,1.69E-08
1.32834,3.502659066,1.62E-08
1.3314,3.502246675,1.55E-08
1.33447,3.501836299,1.49E-08
1.33755,3.501428268,1.43E-08
1.34063,3.50102208,1.37E-08
1.34372,3.500617936,1.32E-08
1.34682,3.500216095,1.26E-08
1.34993,3.4998162,1.21E-08
1.35304,3.499418302,1.17E-08
1.35616,3.49902243,1.12E-08
1.35928,3.498628988,1.08E-08
1.36242,3.498237317,1.03E-08
1.36556,3.497847349,9.93E-09
1.36871,3.497459592,9.55E-09
1.37186,3.497074103,9.18E-09
1.37502,3.496690273,8.82E-09
1.37819,3.496308615,8.48E-09
1.38137,3.495928803,8.15E-09
1.38455,3.495550869,7.84E-09
1.38775,3.495174738,7.54E-09
1.39094,3.49480077,7.25E-09
1.39415,3.494428324,6.98E-09
1.39737,3.49405822,6.72E-09
1.40059,3.493689656,6.46E-09
1.40382,3.493323613,6.22E-09
1.40705,3.492958635,5.99E-09
1.41029,3.492595923,5.76E-09
1.41355,3.492234987,5.55E-09
1.4168,3.491876123,5.34E-09
1.42007,3.491518646,5.15E-09
1.42334,3.491163352,4.96E-09
1.42663,3.490809773,4.78E-09
1.42991,3.490457869,4.60E-09
1.43321,3.490107603,4.43E-09
1.43651,3.489759188,4.27E-09
1.43983,3.489412835,4.12E-09
1.44314,3.48906785,3.97E-09
1.44647,3.488725018,3.83E-09
1.44981,3.488383455,3.69E-09
1.45315,3.488043609,3.56E-09
1.4565,3.487705761,3.43E-09
1.45986,3.487369905,3.31E-09
1.46322,3.487035117,3.19E-09
1.46659,3.48670241,3.08E-09
1.46997,3.486371432,2.97E-09
1.47336,3.486041825,2.87E-09
1.47676,3.485714111,2.77E-09
1.48016,3.485387668,2.67E-09
1.48358,3.485063576,2.58E-09
1.487,3.484740291,2.49E-09
1.49042,3.484419474,2.40E-09
1.49386,3.484099395,2.32E-09
1.4973,3.483781166,2.24E-09
1.50076,3.483465083,2.17E-09
1.50421,3.483150158,2.09E-09
1.50768,3.48283667,2.02E-09
1.51116,3.48252491,1.95E-09
1.51464,3.482214525,1.89E-09
1.51813,3.481906251,1.83E-09
1.52163,3.481599059,1.76E-09
1.52514,3.481293432,1.71E-09
1.52866,3.480989515,1.65E-09
1.53218,3.480686735,1.59E-09
1.53571,3.48038589,1.54E-09
1.53925,3.480086387,1.49E-09
1.5428,3.479788302,1.44E-09
1.54636,3.479492188,1.40E-09
1.54992,3.47919671,1.35E-09
1.5535,3.478903335,1.31E-09
1.55708,3.47861102,1.26E-09
1.56067,3.478320652,1.22E-09
1.56426,3.478031492,1.18E-09
1.56787,3.477743467,1.15E-09
1.57148,3.477457263,1.11E-09
1.57511,3.477172216,1.07E-09
1.57874,3.476888763,1.04E-09
1.58238,3.476606799,1.01E-09
1.58602,3.476325985,9.76E-10
1.58968,3.476046724,9.46E-10
1.59335,3.475768814,9.16E-10
1.59702,3.475492261,8.88E-10
1.6007,3.475217186,8.60E-10
1.60439,3.474943075,8.33E-10
1.60809,3.474670551,8.08E-10
1.6118,3.474399541,7.83E-10
1.61551,3.474129592,7.59E-10
1.61923,3.473861215,7.36E-10
1.62297,3.473594443,7.13E-10
1.62671,3.473328405,6.92E-10
1.63046,3.473064065,6.71E-10
1.63422,3.472800561,6.51E-10
1.63798,3.47253882,6.31E-10
1.64176,3.472278535,6.12E-10
1.64555,3.472019156,5.94E-10
1.64934,3.471760882,5.76E-10
1.65314,3.471504093,5.59E-10
1.65695,3.471248607,5.43E-10
1.66077,3.470994516,5.27E-10
1.6646,3.470741404,5.11E-10
1.66844,3.470489768,4.96E-10
1.67228,3.470239448,4.82E-10
1.67614,3.469989995,4.68E-10
1.68,3.469741796,4.54E-10
1.68388,3.469495487,4.41E-10
1.68776,3.469249358,4.28E-10
1.69165,3.46900518,4.16E-10
1.69555,3.468761854,4.04E-10
1.69946,3.468520037,3.93E-10
1.70337,3.468279252,3.82E-10
1.7073,3.468039574,3.71E-10
1.71124,3.467801023,3.60E-10
1.71518,3.46756375,3.50E-10
1.71913,3.467327615,3.40E-10
1.7231,3.467092626,3.31E-10
1.72707,3.466858885,3.22E-10
1.73105,3.466626238,3.13E-10
1.73504,3.466394486,3.04E-10
1.73904,3.466164263,2.96E-10
1.74305,3.465934977,2.87E-10
1.74707,3.465706744,2.80E-10
1.7511,3.46547987,2.72E-10
1.75513,3.465253614,2.64E-10
1.75918,3.465028975,2.57E-10
1.76323,3.46480499,2.50E-10
1.7673,3.464582448,2.44E-10
1.77137,3.464360977,2.37E-10
1.77546,3.464140471,2.31E-10
1.77955,3.463921258,2.24E-10
1.78365,3.463702607,2.18E-10
1.78776,3.463485569,2.13E-10
1.79188,3.463269193,2.07E-10
1.79601,3.463054133,2.02E-10
1.80015,3.462839871,1.96E-10
1.8043,3.462626798,1.91E-10
1.80846,3.462414946,1.86E-10
1.81263,3.462203894,1.81E-10
1.81681,3.4619939,1.77E-10
1.821,3.461784946,1.72E-10
1.8252,3.461576968,1.68E-10
1.82941,3.461370187,1.63E-10
1.83362,3.461164231,1.59E-10
1.83785,3.460959287,1.55E-10
1.84209,3.46075551,1.51E-10
1.84633,3.46055244,1.47E-10
1.85059,3.460350436,1.44E-10
1.85485,3.460149496,1.40E-10
1.85913,3.459949534,1.36E-10
1.86342,3.459750434,1.33E-10
1.86771,3.459552532,1.30E-10
1.87202,3.459355303,1.26E-10
1.87633,3.459159301,1.23E-10
1.88066,3.458963911,1.20E-10
1.88499,3.458769757,1.17E-10
1.88934,3.458576522,1.14E-10
1.89369,3.458384123,1.12E-10
1.89806,3.458192551,1.09E-10
1.90244,3.458002118,1.06E-10
1.90682,3.457812325,1.04E-10
1.91122,3.457623927,1.01E-10
1.91562,3.457436185,9.87E-11
1.92004,3.457249059,9.64E-11
1.92446,3.457063293,9.41E-11
1.9289,3.456878003,9.18E-11
1.93335,3.456693833,8.97E-11
1.9378,3.456510801,8.75E-11
1.94227,3.456328314,8.55E-11
1.94675,3.456146871,8.35E-11
1.95124,3.455966147,8.15E-11
1.95573,3.455786571,7.96E-11
1.96024,3.455607412,7.78E-11
1.96476,3.455429369,7.60E-11
1.96929,3.455252173,7.42E-11
1.97383,3.455075794,7.25E-11
1.97838,3.454900802,7.09E-11
1.98294,3.454725997,6.93E-11
1.98751,3.454551966,6.77E-11
1.99209,3.454379017,6.62E-11
1.99669,3.454206886,6.47E-11
2.00129,3.454035766,6.32E-11
2.0059,3.453865429,6.18E-11
2.01053,3.453695592,6.04E-11
2.01516,3.453526759,5.91E-11
2.01981,3.453358604,5.78E-11
2.02446,3.45319167,5.65E-11
2.02913,3.453025101,5.53E-11
2.03381,3.452859347,5.41E-11
2.0385,3.452694655,5.29E-11
2.0432,3.452530762,5.18E-11
2.04791,3.45236736,5.07E-11
2.05263,3.452204987,4.96E-11
2.05736,3.452043325,4.85E-11
2.0621,3.451882441,4.75E-11
2.06685,3.451722367,4.65E-11
2.07162,3.451563116,4.55E-11
2.07639,3.451404551,4.45E-11
2.08118,3.45124635,4.36E-11
2.08598,3.451089508,4.27E-11
2.09079,3.450933128,4.18E-11
2.09561,3.450777487,4.10E-11
2.10044,3.450622921,4.01E-11
2.10528,3.450468483,3.93E-11
2.11013,3.450315233,3.85E-11
2.115,3.45016274,3.77E-11
2.11987,3.450010788,3.70E-11
2.12476,3.449859778,3.63E-11
2.12966,3.449709313,3.55E-11
2.13457,3.449559326,3.48E-11
2.13949,3.449410493,3.41E-11
2.14442,3.449262306,3.35E-11
2.14936,3.449114604,3.28E-11
2.15432,3.44896791,3.22E-11
2.15928,3.448821666,3.16E-11
2.16426,3.448676068,3.10E-11
2.16925,3.44853121,3.04E-11
2.17425,3.448387489,2.98E-11
2.17926,3.448243781,2.93E-11
2.18429,3.448101145,2.87E-11
2.18932,3.44795918,2.82E-11
2.19437,3.447817885,2.77E-11
2.19943,3.447677248,2.72E-11
2.2045,3.447537337,2.67E-11
2.20958,3.447397649,2.62E-11
2.21467,3.447259089,2.57E-11
2.21978,3.447121189,2.53E-11
2.2249,3.446983783,2.48E-11
2.23003,3.446847205,2.44E-11
2.23517,3.44671111,2.40E-11
2.24032,3.446575743,2.36E-11
2.24548,3.446440957,2.32E-11
2.25066,3.446306745,2.28E-11
2.25585,3.446173371,2.24E-11
2.26105,3.446040667,2.20E-11
2.26626,3.445908346,2.16E-11
2.27149,3.445776683,2.13E-11
2.27672,3.445645768,2.09E-11
2.28197,3.44551526,2.06E-11
2.28723,3.445385559,2.04E-11
2.2925,3.445256469,2.02E-11
2.29779,3.445128235,2.00E-11
2.30308,3.445000254,1.99E-11
2.30839,3.444872907,1.97E-11
2.31372,3.444746593,1.95E-11
2.31905,3.444620249,1.94E-11
2.32439,3.444494764,1.92E-11
2.32975,3.444370001,1.90E-11
2.33512,3.444245653,1.89E-11
2.34051,3.444122248,1.87E-11
2.3459,3.44399905,1.86E-11
2.35131,3.443876708,1.85E-11
2.35673,3.443754522,1.83E-11
2.36216,3.443633168,1.82E-11
2.36761,3.443512508,1.81E-11
2.37307,3.443392313,1.80E-11
2.37854,3.443272671,1.78E-11
2.38402,3.443153582,1.77E-11
2.38952,3.443035213,1.76E-11
2.39502,3.442917187,1.75E-11
2.40055,3.442799841,1.74E-11
2.40608,3.442683032,1.73E-11
2.41163,3.442566533,1.72E-11
2.41718,3.442451149,1.71E-11
2.42276,3.442335792,1.70E-11
2.42834,3.442221325,1.69E-11
2.43394,3.442107205,1.69E-11
2.43955,3.441993636,1.68E-11
2.44517,3.441880785,1.67E-11
2.45081,3.441768306,1.66E-11
2.45646,3.441656416,1.66E-11
2.46212,3.441544868,1.65E-11
2.4678,3.44143397,1.64E-11
2.47349,3.441323601,1.64E-11
2.47919,3.441213989,1.63E-11
2.48491,3.441104459,1.63E-11
2.49063,3.440995944,1.62E-11
2.49638,3.440887575,1.62E-11
2.50213,3.440779733,1.61E-11
2.5079,3.440672437,1.61E-11
2.51368,3.440565623,1.60E-11
2.51947,3.440459368,1.60E-11
2.52528,3.440353808,1.59E-11
2.5311,3.440248664,1.59E-11
2.53694,3.440143871,1.59E-11
2.54279,3.440039804,1.58E-11
2.54865,3.439935924,1.58E-11
2.55452,3.439832651,1.58E-11
2.56041,3.439729831,1.58E-11
2.56631,3.439627731,1.57E-11
2.57223,3.439525742,1.57E-11
2.57816,3.439424404,1.57E-11
2.5841,3.439323354,1.57E-11
2.59006,3.439223406,1.57E-11
2.59603,3.439123301,1.57E-11
2.60202,3.439023801,1.57E-11
2.60801,3.438924897,1.57E-11
2.61403,3.438826431,1.56E-11
2.62005,3.438728246,1.56E-11
2.62609,3.438630962,1.56E-11
2.63215,3.43853357,1.56E-11
2.63821,3.438437078,1.56E-11
2.64429,3.438341063,1.57E-11
2.65039,3.43824511,1.57E-11
2.6565,3.438149899,1.57E-11
2.66262,3.438055007,1.57E-11
2.66876,3.437960523,1.57E-11
2.67491,3.437866565,1.57E-11
2.68108,3.437773255,1.57E-11
2.68726,3.437680273,1.57E-11
2.69346,3.437587391,1.58E-11
2.69967,3.437495417,1.58E-11
2.70589,3.437403622,1.58E-11
2.71213,3.437312235,1.58E-11
2.71838,3.437221169,1.58E-11
2.72464,3.437130917,1.59E-11
2.73093,3.437040904,1.59E-11
2.73722,3.436951074,1.59E-11
2.74353,3.436862032,1.60E-11
2.74986,3.436773144,1.60E-11
2.75619,3.436684848,1.60E-11
2.76255,3.436596835,1.61E-11
2.76892,3.43650941,1.61E-11
2.7753,3.436422442,1.61E-11
2.7817,3.43633558,1.62E-11
2.78811,3.436249364,1.62E-11
2.79454,3.436163666,1.63E-11
2.80098,3.436077747,1.63E-11
2.80744,3.435992781,1.64E-11
2.81391,3.435908051,1.64E-11
2.82039,3.435823941,1.65E-11
2.8269,3.435739852,1.65E-11
2.83341,3.435656513,1.66E-11
2.83994,3.435573365,1.66E-11
2.84649,3.435490646,1.67E-11
2.85305,3.435408331,1.67E-11
2.85963,3.435326226,1.68E-11
2.86622,3.435244778,1.69E-11
2.87283,3.435163582,1.69E-11
2.87945,3.435082888,1.70E-11
2.88609,3.435002415,1.70E-11
2.89274,3.434922334,1.71E-11
2.89941,3.434842544,1.72E-11
2.9061,3.434763605,1.72E-11
2.91279,3.434684535,1.73E-11
2.91951,3.434605959,1.74E-11
2.92624,3.434527846,1.74E-11
2.93299,3.434450079,1.75E-11
2.93975,3.434372399,1.76E-11
2.94652,3.434295273,1.77E-11
2.95332,3.434218686,1.77E-11
2.96012,3.434142308,1.78E-11
2.96695,3.434066464,1.79E-11
2.97379,3.433990749,1.80E-11
2.98064,3.433915245,1.81E-11
2.98751,3.433840398,1.81E-11
2.9944,3.433765945,1.82E-11
3.0013,3.433691776,1.83E-11
3.00822,3.433617696,1.84E-11
3.01516,3.433544109,1.85E-11
3.02211,3.433470875,1.86E-11
3.02907,3.433398149,1.87E-11
3.03606,3.433325687,1.87E-11
3.04306,3.433253377,1.88E-11
3.05007,3.433181603,1.89E-11
3.0571,3.433109959,1.90E-11
3.06415,3.433038886,1.91E-11
3.07121,3.432967995,1.92E-11
3.07829,3.43289763,1.93E-11
3.08539,3.432827301,1.94E-11
3.0925,3.432757348,1.95E-11
3.09963,3.432687998,1.96E-11
3.10678,3.432618663,1.97E-11
3.11394,3.432549854,1.98E-11
3.12112,3.432481237,1.99E-11
3.12831,3.432413137,2.00E-11
3.13552,3.432345247,2.01E-11
3.14275,3.4322776,2.02E-11
3.15,3.432210346,2.04E-11
3.15726,3.432143223,2.05E-11
3.16453,3.432076623,2.06E-11
3.17183,3.432010381,2.07E-11
3.17914,3.43194446,2.08E-11
3.18647,3.431878529,2.09E-11
3.19382,3.431813017,2.10E-11
3.20118,3.431748094,2.12E-11
3.20856,3.43168313,2.13E-11
3.21595,3.431618634,2.14E-11
3.22337,3.431554286,2.15E-11
3.2308,3.431490764,2.16E-11
3.23825,3.431427037,2.18E-11
3.24571,3.431363709,2.19E-11
3.25319,3.431300736,2.20E-11
3.26069,3.431237815,2.21E-11
3.26821,3.431175436,2.23E-11
3.27574,3.431113486,2.24E-11
3.28329,3.431051568,2.25E-11
3.29086,3.430989979,2.27E-11
3.29845,3.430928721,2.28E-11
3.30605,3.430867778,2.29E-11
3.31367,3.43080706,2.31E-11
3.32131,3.43074641,2.32E-11
3.32897,3.430686426,2.33E-11
3.33664,3.430626467,2.35E-11
3.34434,3.430567022,2.36E-11
3.35205,3.430507673,2.38E-11
3.35977,3.430448759,2.39E-11
3.36752,3.430389905,2.41E-11
3.37528,3.430331559,2.42E-11
3.38306,3.430273239,2.43E-11
3.39086,3.430215458,2.45E-11
3.39868,3.430157645,2.46E-11
3.40651,3.43010029,2.48E-11
3.41436,3.430043152,2.49E-11
3.42224,3.429986325,2.51E-11
3.43012,3.429929738,2.53E-11
3.43803,3.42987331,2.54E-11
3.44596,3.429817356,2.56E-11
3.4539,3.429761403,2.57E-11
3.46186,3.429706154,2.59E-11
3.46984,3.429650717,2.60E-11
3.47784,3.429595661,2.62E-11
3.48586,3.429540955,2.64E-11
3.4939,3.429486391,2.65E-11
3.50195,3.429431869,2.67E-11
3.51002,3.429378152,2.69E-11
3.51811,3.429324469,2.70E-11
3.52622,3.429270702,2.72E-11
3.53435,3.429217466,2.74E-11
3.5425,3.429164395,2.76E-11
3.55067,3.429111739,2.77E-11
3.55885,3.429059261,2.79E-11
3.56706,3.429006861,2.81E-11
3.57528,3.42895495,2.83E-11
3.58352,3.428903277,2.84E-11
3.59178,3.428851561,2.86E-11
3.60006,3.428800216,2.88E-11
3.60836,3.428749235,2.90E-11
3.61668,3.428698291,2.92E-11
3.62502,3.428647792,2.94E-11
3.63337,3.428597473,2.96E-11
3.64175,3.428547375,2.97E-11
3.65014,3.428497183,2.99E-11
3.65856,3.428447674,3.01E-11
3.66699,3.428398109,3.03E-11
3.67544,3.428349084,3.05E-11
3.68392,3.428300007,3.07E-11
3.69241,3.428251392,3.09E-11
3.70092,3.428202821,3.11E-11
3.70945,3.428154411,3.13E-11
3.718,3.428106456,3.15E-11
3.72658,3.428058355,3.17E-11
3.73517,3.428010784,3.19E-11
3.74378,3.4279633,3.21E-11
3.75241,3.427916467,3.23E-11
3.76106,3.427869535,3.26E-11
3.76973,3.427822487,3.28E-11
3.77842,3.427776042,3.30E-11
3.78713,3.427729656,3.32E-11
3.79586,3.427683638,3.34E-11
3.80461,3.427637627,3.36E-11
3.81338,3.427592089,3.39E-11
3.82217,3.427546428,3.41E-11
3.83098,3.427501294,3.43E-11
3.83981,3.427456001,3.45E-11
3.84866,3.427411295,3.48E-11
3.85754,3.427366657,3.50E-11
3.86643,3.427322386,3.52E-11
3.87534,3.427278073,3.54E-11
3.88427,3.427233992,3.57E-11
3.89323,3.427190245,3.59E-11
3.9022,3.42714654,3.61E-11
3.9112,3.427103147,3.64E-11
3.92021,3.427059956,3.66E-11
3.92925,3.427016976,3.69E-11
3.93831,3.426974178,3.71E-11
3.94739,3.426931628,3.74E-11
3.95649,3.426889326,3.76E-11
3.96561,3.426846999,3.79E-11
3.97475,3.426804975,3.81E-11
3.98391,3.426763106,3.84E-11
3.9931,3.426721559,3.86E-11
4.0023,3.426680107,3.89E-11
4.01153,3.426638846,3.91E-11
4.02078,3.426597575,3.94E-11
4.03004,3.426556946,3.96E-11
4.03934,3.426516224,3.99E-11
4.04865,3.426475844,4.02E-11
4.05798,3.426435584,4.04E-11
4.06733,3.426395487,4.07E-11
4.07671,3.42635541,4.10E-11
4.08611,3.426315771,4.12E-11
4.09553,3.426276056,4.15E-11
4.10497,3.426236691,4.18E-11
4.11443,3.426197578,4.21E-11
4.12392,3.426158655,4.24E-11
4.13342,3.426119795,4.26E-11
4.14295,3.42608106,4.29E-11
4.1525,3.426042609,4.32E-11
4.16207,3.426004142,4.35E-11
4.17167,3.425966119,4.38E-11
4.18129,3.425928328,4.41E-11
4.19092,3.425890606,4.44E-11
4.20059,3.42585287,4.47E-11
4.21027,3.425815591,4.50E-11
4.21998,3.425778062,4.53E-11
4.2297,3.425741149,4.56E-11
4.23945,3.42570411,4.59E-11
4.24923,3.425667539,4.62E-11
4.25902,3.425630883,4.65E-11
4.26884,3.425594607,4.68E-11
4.27868,3.425558391,4.71E-11
4.28854,3.425522094,4.74E-11
4.29843,3.425486341,4.77E-11
4.30834,3.425450701,4.80E-11
4.31827,3.425415084,4.84E-11
4.32823,3.425379674,4.87E-11
4.3382,3.42534433,4.90E-11
4.3482,3.425309292,4.93E-11
4.35823,3.425274307,4.97E-11
4.36827,3.425239715,5.00E-11
4.37834,3.42520501,5.03E-11
4.38844,3.425170379,5.07E-11
4.39855,3.425136466,5.10E-11
4.40869,3.425102273,5.14E-11
4.41886,3.425068257,5.17E-11
4.42904,3.425034625,5.20E-11
4.43925,3.42500083,5.24E-11
4.44949,3.4249673,5.27E-11
4.45974,3.424933828,5.31E-11
4.47002,3.424900736,5.34E-11
4.48033,3.424867757,5.38E-11
4.49066,3.424834951,5.42E-11
4.50101,3.424802071,5.45E-11
4.51138,3.424769493,5.49E-11
4.52178,3.424737064,5.53E-11
4.53221,3.424704781,5.56E-11
4.54266,3.424672647,5.60E-11
4.55313,3.424640595,5.64E-11
4.56362,3.424608925,5.68E-11
4.57414,3.424577331,5.71E-11
4.58469,3.424545673,5.75E-11
4.59526,3.424514319,5.79E-11
4.60585,3.424483136,5.83E-11
4.61647,3.424451973,5.87E-11
4.62711,3.424420859,5.91E-11
4.63778,3.424389957,5.95E-11
4.64847,3.424359335,5.99E-11
4.65918,3.424328894,6.03E-11
4.66992,3.424298471,6.07E-11
4.68069,3.424268279,6.11E-11
4.69148,3.424238103,6.17E-11
4.7023,3.424208074,6.24E-11
4.71313,3.424178048,6.38E-11
4.724,3.424148293,6.63E-11
4.73489,3.424119009,7.13E-11
4.7458,3.424089389,8.08E-11
4.75675,3.424060047,9.83E-11
4.76771,3.42403096,1.28E-10
4.7787,3.424001919,1.77E-10
4.78972,3.42397297,2.51E-10
4.80076,3.4239444,3.55E-10
4.81183,3.423915675,4.96E-10
4.82292,3.423886884,6.76E-10
4.83404,3.423858724,8.94E-10
4.84518,3.423830572,1.15E-09
4.85635,3.423802443,1.43E-09
4.86754,3.423774269,1.74E-09
4.87876,3.423746358,2.06E-09
4.89001,3.423718722,2.40E-09
4.90128,3.423691102,2.75E-09
4.91258,3.423663682,3.10E-09
4.92391,3.423636141,3.46E-09
4.93526,3.423608901,3.84E-09
4.94664,3.423581784,4.24E-09
4.95804,3.423554929,4.69E-09
4.96947,3.423528017,5.27E-09
4.98092,3.423501208,6.10E-09
4.99241,3.423474724,7.41E-09
5.00391,3.423448175,9.54E-09
5.01545,3.423421642,1.30E-08
5.02701,3.423395534,1.83E-08
5.0386,3.423369448,2.62E-08
5.05022,3.423343312,3.70E-08
5.06186,3.423317429,5.11E-08
5.07353,3.423291585,6.81E-08
5.08522,3.423265783,8.74E-08
5.09694,3.423240277,1.08E-07
5.10869,3.423215052,1.28E-07
5.12047,3.42318967,1.47E-07
5.13227,3.423164546,1.63E-07
5.14411,3.423139283,1.77E-07
5.15596,3.423114506,1.87E-07
5.16785,3.423089511,1.96E-07
5.17976,3.42306478,2.02E-07
5.1917,3.423040172,2.06E-07
5.20367,3.423015553,2.10E-07
5.21567,3.422991413,2.13E-07
5.22769,3.422967078,2.16E-07
5.23974,3.422942974,2.19E-07
5.25182,3.422918928,2.21E-07
5.26393,3.42289489,2.24E-07
5.27606,3.422870977,2.26E-07
5.28822,3.42284731,2.29E-07
5.30042,3.422823517,2.31E-07
5.31263,3.422800097,2.34E-07
5.32488,3.422776617,2.37E-07
5.33716,3.422753293,2.40E-07
5.34946,3.422729944,2.43E-07
5.36179,3.422706988,2.47E-07
5.37415,3.422683866,2.51E-07
5.38654,3.42266088,2.56E-07
5.39896,3.422638245,2.63E-07
5.4114,3.422615509,2.71E-07
5.42388,3.422593063,2.81E-07
5.43638,3.422570323,2.92E-07
5.44891,3.422547989,3.05E-07
5.46147,3.422525726,3.20E-07
5.47406,3.42250348,3.36E-07
5.48668,3.422481494,3.54E-07
5.49933,3.422459632,3.72E-07
5.51201,3.422437632,3.91E-07
5.52471,3.422415741,4.11E-07
5.53745,3.422394038,4.31E-07
5.55022,3.422372568,4.52E-07
5.56301,3.422350862,4.72E-07
5.57583,3.422329534,4.93E-07
5.58869,3.422308204,5.13E-07
5.60157,3.422287111,5.32E-07
5.61448,3.422266101,5.51E-07
5.62743,3.422244957,5.68E-07
5.6404,3.422223974,5.83E-07
5.6534,3.422203189,5.96E-07
5.66643,3.422182506,6.06E-07
5.6795,3.422161913,6.14E-07
5.69259,3.422141453,6.19E-07
5.70571,3.422120785,6.22E-07
5.71887,3.422100545,6.23E-07
5.73205,3.422080344,6.23E-07
5.74526,3.422060077,6.23E-07
5.75851,3.422039771,6.23E-07
5.77178,3.422020035,6.23E-07
5.78509,3.421999941,6.25E-07
5.79842,3.421980263,6.27E-07
5.81179,3.421960488,6.31E-07
5.82519,3.421940853,6.35E-07
5.83862,3.421921111,6.39E-07
5.85207,3.421901758,6.44E-07
5.86557,3.421882152,6.50E-07
5.87909,3.421863222,6.57E-07
5.89264,3.421843523,6.65E-07
5.90622,3.421824701,6.74E-07
5.91984,3.421805468,6.84E-07
5.93349,3.42178647,6.97E-07
5.94716,3.421767626,7.11E-07
5.96087,3.421748785,7.28E-07
5.97461,3.421730138,7.48E-07
5.98839,3.421711393,7.69E-07
6.00219,3.421692909,7.93E-07
6.01603,3.421674322,8.19E-07
6.0299,3.421655742,8.47E-07
6.0438,3.421637719,8.76E-07
6.05773,3.421619349,9.07E-07
6.07169,3.421601046,9.38E-07
6.08569,3.42158312,9.70E-07
6.09972,3.421564899,1.00E-06
6.11378,3.421546969,1.03E-06
6.12787,3.421529222,1.07E-06
6.142,3.421511396,1.10E-06
6.15616,3.421493875,1.14E-06
6.17035,3.421476081,1.17E-06
6.18458,3.421458526,1.20E-06
6.19883,3.421441106,1.24E-06
6.21312,3.421423796,1.27E-06
6.22744,3.421406259,1.30E-06
6.2418,3.421389138,1.34E-06
6.25619,3.421371933,1.37E-06
6.27061,3.421354803,1.39E-06
6.28507,3.421337973,1.42E-06
6.29956,3.421320807,1.44E-06
6.31408,3.421304009,1.46E-06
6.32863,3.42128697,1.47E-06
6.34322,3.421270352,1.47E-06
6.35784,3.421253639,1.48E-06
6.3725,3.42123701,1.48E-06
6.38719,3.421220265,1.47E-06
6.40191,3.421203678,1.47E-06
6.41667,3.421187213,1.48E-06
6.43146,3.421170891,1.49E-06
6.44629,3.421154284,1.52E-06
6.46115,3.421138106,1.55E-06
6.47605,3.421121891,1.60E-06
6.49097,3.421105623,1.65E-06
6.50594,3.421089195,1.72E-06
6.52094,3.421073385,1.79E-06
6.53597,3.421057032,1.88E-06
6.55103,3.421040994,1.99E-06
6.56614,3.421024799,2.12E-06
6.58127,3.421008738,2.29E-06
6.59644,3.420992871,2.50E-06
6.61165,3.420976808,2.77E-06
6.62689,3.420960884,3.12E-06
6.64217,3.420944795,3.54E-06
6.65748,3.420928772,4.07E-06
6.67283,3.420912997,4.73E-06
6.68821,3.420897231,5.53E-06
6.70363,3.420881289,6.49E-06
6.71908,3.420865504,7.63E-06
6.73457,3.420850106,8.95E-06
6.75009,3.42083492,1.04E-05
6.76566,3.420819587,1.21E-05
6.78125,3.42080472,1.39E-05
6.79688,3.420790394,1.59E-05
6.81255,3.420775934,1.80E-05
6.82826,3.420762174,2.02E-05
6.844,3.420748814,2.24E-05
6.85978,3.420736036,2.45E-05
6.87559,3.420723986,2.62E-05
6.89144,3.420712005,2.74E-05
6.90732,3.420700381,2.80E-05
6.92325,3.42068894,2.79E-05
6.93921,3.420677126,2.73E-05
6.9552,3.420664636,2.64E-05
6.97124,3.420652516,2.53E-05
6.98731,3.420639521,2.41E-05
7.00342,3.420626443,2.30E-05
7.01956,3.420612958,2.19E-05
7.03574,3.420599501,2.10E-05
7.05196,3.420585796,2.03E-05
7.06822,3.42057213,1.97E-05
7.08451,3.420558213,1.93E-05
7.10084,3.420544508,1.92E-05
7.11721,3.420531141,1.91E-05
7.13362,3.420517507,1.92E-05
7.15006,3.42050434,1.93E-05
7.16655,3.42049122,1.95E-05
7.18307,3.420478061,1.97E-05
7.19963,3.420464938,1.98E-05
7.21622,3.420452167,2.00E-05
7.23286,3.420439372,2.01E-05
7.24953,3.420426761,2.03E-05
7.26624,3.420414281,2.03E-05
7.28299,3.420401653,2.03E-05
7.29978,3.420389346,2.03E-05
7.31661,3.420376909,2.01E-05
7.33348,3.420364575,1.99E-05
7.35038,3.420351891,1.96E-05
7.36733,3.420339433,1.93E-05
7.38431,3.420326737,1.90E-05
7.40133,3.42031391,1.88E-05
7.41839,3.42030115,1.87E-05
7.43549,3.420288355,1.87E-05
7.45264,3.420275434,1.89E-05
7.46982,3.420262771,1.93E-05
7.48704,3.420249985,1.99E-05
7.50429,3.420237499,2.07E-05
7.52159,3.420225219,2.16E-05
7.53893,3.420212908,2.26E-05
7.55631,3.420201168,2.37E-05
7.57373,3.420189538,2.48E-05
7.59119,3.420178374,2.58E-05
