wl,n,k
0.19289,0.90553312,2.62947395
0.193335,0.910965194,2.63755408
0.19378,0.916419106,2.64565005
0.194227,0.921891484,2.65377519
0.194675,0.927384776,2.66192595
0.195124,0.932902976,2.67009436
0.195573,0.938443975,2.67828992
0.196024,0.944009974,2.68650973
0.196476,0.949599674,2.69476084
0.196929,0.955217371,2.70303435
0.197383,0.960861625,2.71133761
0.197838,0.966534198,2.71966888
0.198294,0.97223754,2.72802445
0.198751,0.977968622,2.73641598
0.199209,0.983732709,2.74483183
0.199669,0.989529059,2.75327719
0.200129,0.995358455,2.76175293
0.20059,1.001220576,2.77026298
0.201053,1.007117008,2.77880592
0.201516,1.013049599,2.78737965
0.201981,1.019019055,2.79598523
0.202446,1.025025075,2.80462643
0.202913,1.031069443,2.81330133
0.203381,1.0371532,2.82201009
0.20385,1.043276456,2.83075537
0.20432,1.049440216,2.83953746
0.204791,1.055646129,2.8483549
0.205263,1.06189442,2.85721017
0.205736,1.068187275,2.86610049
0.20621,1.074522948,2.87503373
0.206685,1.080904623,2.88400458
0.207162,1.087331964,2.89301726
0.207639,1.093805067,2.90207494
0.208118,1.10032731,2.9111722
0.208598,1.106897631,2.92031559
0.209079,1.113518301,2.92950305
0.209561,1.120189057,2.93873948
0.210044,1.126912354,2.94802299
0.210528,1.133688603,2.95735751
0.211013,1.140518522,2.96674672
0.2115,1.147404821,2.97618989
0.211987,1.154347152,2.98569515
0.212476,1.161348413,2.99526343
0.212966,1.168412843,3.00489379
0.213457,1.175539897,3.01459947
0.213949,1.182735461,3.02437957
0.214442,1.19000307,3.03424207
0.214936,1.197349473,3.04419021
0.215432,1.204779215,3.05423685
0.215928,1.212304846,3.06437923
0.216426,1.21993182,3.07463781
0.216925,1.227677792,3.085008
0.217425,1.235555937,3.09550274
0.217926,1.243585004,3.10612727
0.218429,1.251788741,3.1168806
0.218932,1.260189306,3.12777144
0.219437,1.26881666,3.13879377
0.219943,1.277703301,3.14993856
0.22045,1.286879385,3.1612036
0.220958,1.296384084,3.17256269
0.221467,1.306252498,3.18399457
0.221978,1.316521779,3.19546378
0.22249,1.327224977,3.2069313
0.223003,1.338393358,3.21834417
0.223517,1.350049681,3.22964687
0.224032,1.362212694,3.24076592
0.224548,1.374888926,3.25162546
0.225066,1.388071362,3.26214686
0.225585,1.401740781,3.27224327
0.226105,1.41586426,3.28182224
0.226626,1.430387095,3.29080505
0.227149,1.445243261,3.29910454
0.227672,1.460346249,3.30665019
0.228197,1.475598267,3.31337256
0.228723,1.49088331,3.31922601
0.22925,1.506073888,3.32418158
0.229779,1.521037804,3.32822123
0.230308,1.535630686,3.33136395
0.230839,1.549715516,3.33363284
0.231372,1.56315031,3.33509164
0.231905,1.575803782,3.33581967
0.232439,1.587558911,3.33591228
0.232975,1.598307193,3.33549938
0.233512,1.607966483,3.33471251
0.234051,1.616470009,3.33371053
0.23459,1.623783086,3.33264551
0.235131,1.629888157,3.33169204
0.235673,1.634798561,3.33101513
0.236216,1.638554387,3.33077305
0.236761,1.641216856,3.33112138
0.237307,1.642871092,3.33219846
0.237854,1.643619468,3.33412906
0.238402,1.643582438,3.33701228
0.238952,1.6428892,3.34093003
0.239502,1.641675875,3.34594065
0.240055,1.640080503,3.35207996
0.240608,1.638240209,3.35935909
0.241163,1.636284879,3.36777108
0.241718,1.634335284,3.37729017
0.242276,1.632501688,3.38787195
0.242834,1.630876891,3.39946684
0.243394,1.629544386,3.41200395
0.243955,1.628565143,3.42542085
0.244517,1.627988163,3.43964504
0.245081,1.627848294,3.45460278
0.245646,1.628165418,3.4702257
0.246212,1.628948427,3.48644753
0.24678,1.630193882,3.50321226
0.247349,1.631891875,3.52046649
0.247919,1.634022041,3.53817277
0.248491,1.636563889,3.55629151
0.249063,1.63948928,3.57480089
0.249638,1.642768798,3.59368634
0.250213,1.646375384,3.61293527
0.25079,1.650279059,3.63255085
0.251368,1.654451512,3.65254394
0.251947,1.658868926,3.67292844
0.252528,1.663508331,3.69373074
0.25311,1.66835385,3.71497713
0.253694,1.673392436,3.73670442
0.254279,1.67861595,3.75895649
0.254865,1.684024691,3.78177755
0.255452,1.689623258,3.80522253
0.256041,1.695426785,3.82934425
0.256631,1.701457486,3.85420238
0.257223,1.707746968,3.8798593
0.257816,1.714336624,3.90638021
0.25841,1.721281711,3.93382456
0.259006,1.728644916,3.96226111
0.259603,1.736506213,3.99174535
0.260202,1.744954967,4.02233679
0.260801,1.754095063,4.0540857
0.261403,1.764044501,4.08703154
0.262005,1.774932228,4.12120672
0.262609,1.786899723,4.15662829
0.263215,1.800099166,4.19329639
0.263821,1.814689335,4.23119684
0.264429,1.830839082,4.27028525
0.265039,1.84871421,4.31050901
0.26565,1.868484086,4.3517828
0.266262,1.890313943,4.39399729
0.266876,1.914358463,4.43702498
0.267491,1.940763073,4.48070851
0.268108,1.969654787,4.52487404
0.268726,2.001141949,4.56932491
0.269346,2.035310757,4.61384405
0.269967,2.07221714,4.65820829
0.270589,2.111890199,4.70217778
0.271213,2.154325426,4.74551037
0.271838,2.199484924,4.78796205
0.272464,2.247294543,4.82929638
0.273093,2.297643594,4.86929079
0.273722,2.350386419,4.90774228
0.274353,2.405344905,4.94447545
0.274986,2.462309937,4.97935813
0.275619,2.521051366,5.01230593
0.276255,2.581329226,5.04329251
0.276892,2.642905423,5.07236677
0.27753,2.705573473,5.09964204
0.27817,2.769174303,5.12531657
0.278811,2.833637347,5.14964397
0.279454,2.899003406,5.17292784
0.280098,2.965458362,5.19547438
0.280744,3.033347434,5.21754684
0.281391,3.103176511,5.23929899
0.282039,3.175584366,5.26071098
0.28269,3.251288366,5.28152637
0.283341,3.33100542,5.3012024
0.283994,3.41534612,5.31890128
0.284649,3.504706772,5.33351277
0.285305,3.599166203,5.34372736
0.285963,3.69841549,5.34813825
0.286622,3.801724928,5.34537429
0.287283,3.907959254,5.33423986
0.287945,4.015647049,5.3138332
0.288609,4.123079638,5.28364891
0.289274,4.228443218,5.24362805
0.289941,4.329955469,5.19416736
0.29061,4.425994023,5.13608359
0.291279,4.515205047,5.07053759
0.291951,4.596574411,4.99893853
0.292624,4.66946882,4.9228275
0.293299,4.733631522,4.8437713
0.293975,4.78915478,4.76325899
0.294652,4.836418819,4.68262901
0.295332,4.876024976,4.60301317
0.296012,4.908718528,4.5253129
0.296695,4.935318496,4.45019686
0.297379,4.956653777,4.3781212
0.298064,4.97352155,4.3093552
0.298751,4.986652974,4.24402047
0.29944,4.996699595,4.18212495
0.30013,5.004222547,4.12360104
0.300822,5.009704518,4.06832588
0.301516,5.013547775,4.01615095
0.302211,5.016092405,3.96691061
0.302907,5.017621039,3.92043679
0.303606,5.018374247,3.87656035
0.304306,5.018554344,3.83511773
0.305007,5.018331903,3.79595236
0.30571,5.017852803,3.75891361
0.306415,5.017243151,3.72385597
0.307121,5.016609111,3.69064126
0.307829,5.01603924,3.65913834
0.308539,5.015610797,3.62921975
0.30925,5.015385559,3.60076582
0.309963,5.015414072,3.57366258
0.310678,5.015736297,3.54780219
0.311394,5.016385461,3.5230811
0.312112,5.017381939,3.49940514
0.312831,5.018741361,3.47668458
0.313552,5.020473069,3.45483588
0.314275,5.022578254,3.43378355
0.315,5.025056733,3.41345607
0.315726,5.027901603,3.39378999
0.316453,5.03110276,3.37472786
0.317183,5.034649557,3.3562168
0.317914,5.038526712,3.33821146
0.318647,5.042718925,3.32067107
0.319382,5.047208924,3.30356084
0.320118,5.051981801,3.28684916
0.320856,5.057018538,3.27051177
0.321595,5.062303762,3.25452666
0.322337,5.067822639,3.238876
0.32308,5.073558263,3.22354763
0.323825,5.079499024,3.20853017
0.324571,5.085631652,3.19381735
0.325319,5.09194487,3.17940541
0.326069,5.098431375,3.16529178
0.326821,5.105082497,3.15147822
0.327574,5.111894093,3.13796699
0.328329,5.118861651,3.12476381
0.329086,5.125984112,3.11187541
0.329845,5.133262711,3.09931017
0.330605,5.140698728,3.08707948
0.331367,5.148298781,3.07519448
0.332131,5.156070497,3.06366874
0.332897,5.164023672,3.05251754
0.333664,5.172173097,3.04175617
0.334434,5.180533872,3.03140271
0.335205,5.189127021,3.02147465
0.335977,5.197976264,3.01199068
0.336752,5.207107728,3.00297071
0.337528,5.216554507,2.99443302
0.338306,5.226351071,2.98639724
0.339086,5.236537329,2.97888178
0.339868,5.247156862,2.97190464
0.340651,5.258256756,2.96548345
0.341436,5.269889421,2.95963455
0.342224,5.282108629,2.95437573
0.343012,5.29497481,2.94972419
0.343803,5.308551361,2.94570014
0.344596,5.32290841,2.94232679
0.34539,5.338125201,2.93963188
0.346186,5.354292312,2.93764955
0.346984,5.371517936,2.93642018
0.347784,5.389932979,2.93599017
0.348586,5.409700843,2.93640773
0.34939,5.431022518,2.93771847
0.350195,5.454148309,2.93995341
0.351002,5.479382483,2.94311551
0.351811,5.507087286,2.94716038
0.352622,5.537678615,2.95197482
0.353435,5.571616354,2.95735235
0.35425,5.60938687,2.96296886
0.355067,5.651474714,2.96836293
0.355885,5.698326735,2.9729231
0.356706,5.750307922,2.97588678
0.357528,5.807658868,2.97634966
0.358352,5.87045299,2.97328946
0.359178,5.938561358,2.96560147
0.360006,6.011622447,2.95214645
0.360836,6.089031263,2.93180161
0.361668,6.169935238,2.90351786
0.362502,6.253248024,2.86637436
0.363337,6.337670846,2.81963237
0.364175,6.421730118,2.76278142
0.365014,6.503820538,2.69558074
0.365856,6.582259188,2.61809121
0.366699,6.655350472,2.53069541
0.367544,6.721450435,2.43410759
0.368392,6.779041257,2.32936558
0.369241,6.826805405,2.21780557
0.370092,6.863691533,2.1010197
0.370945,6.888973048,1.98079449
0.3718,6.902293611,1.85903317
0.372658,6.903684535,1.73766899
0.373517,6.893566189,1.6185712
0.374378,6.872720193,1.5034547
0.375241,6.842239046,1.39379938
0.376106,6.8034517,1.2907875
0.376973,6.757842992,1.19526216
0.377842,6.706960046,1.10771332
0.378713,6.65232068,1.02829004
0.379586,6.595337864,0.95683559
0.380461,6.537256368,0.89294198
0.381338,6.47911324,0.83601546
0.382217,6.421716333,0.78534643
0.383098,6.365651655,0.74017445
0.383981,6.311300124,0.69974481
0.384866,6.258867064,0.66335152
0.385754,6.208422732,0.63036532
0.386643,6.159939527,0.60024819
0.387534,6.113325633,0.5725565
0.388427,6.068453258,0.54693542
0.389323,6.025183643,0.52310779
0.39022,5.983379565,0.50086085
0.39112,5.942917774,0.48003214
0.392021,5.90368966,0.460497
0.392925,5.865606186,0.44215744
0.393831,5.828597984,0.42493334
0.394739,5.792606143,0.40875649
0.395649,5.757585726,0.39356553
0.396561,5.723503698,0.3793029
0.397475,5.690330427,0.36591342
0.398391,5.658043069,0.35334295
0.39931,5.62661864,0.34153841
0.40023,5.596037536,0.33044742
0.401153,5.566280069,0.32001879
0.402078,5.537325745,0.31020276
0.403004,5.509153717,0.30095134
0.403934,5.481742537,0.29221867
0.404865,5.455068862,0.28396133
0.405798,5.429108588,0.27613854
0.406733,5.403837401,0.26871223
0.407671,5.379230935,0.26164719
0.408611,5.355261759,0.25491119
0.409553,5.331907819,0.24847461
0.410497,5.309140057,0.24231092
0.411443,5.286936349,0.23639595
0.412392,5.265269154,0.23070832
0.413342,5.244116724,0.22522879
0.414295,5.223454545,0.21994047
0.41525,5.203261014,0.21482839
0.416207,5.18351458,0.20987945
0.417167,5.164194502,0.20508225
0.418129,5.14528088,0.20042683
0.419092,5.126756092,0.19590453
0.420059,5.108603247,0.19150786
0.421027,5.090804584,0.18723041
0.421998,5.073346233,0.18306655
0.42297,5.056213228,0.17901147
0.423945,5.03939207,0.175061
0.424923,5.022870706,0.1712115
0.425902,5.006637659,0.16745979
0.426884,4.99068245,0.16380308
0.427868,4.974994639,0.1602389
0.428854,4.959564342,0.15676507
0.429843,4.944384049,0.15337955
0.430834,4.929444093,0.15008054
0.431827,4.914739342,0.14686626
0.432823,4.900260037,0.1437352
0.43382,4.88600213,0.14068574
0.43482,4.871958521,0.13771644
0.435823,4.85812306,0.13482587
0.436827,4.844491957,0.13201257
0.437834,4.831058849,0.12927519
0.438844,4.817818948,0.12661233
0.439855,4.80476871,0.12402257
0.440869,4.791903035,0.12150455
0.441886,4.779219007,0.11905683
0.442904,4.766712314,0.11667801
0.443925,4.754379038,0.11436668
0.444949,4.742216828,0.11212138
0.445974,4.73022141,0.10994069
0.447002,4.718390042,0.10782315
0.448033,4.706720285,0.10576729
0.449066,4.695208399,0.10377166
0.450101,4.683851833,0.10183478
0.451138,4.672648686,0.09995516
0.452178,4.661595621,0.09813133
0.453221,4.650690899,0.09636182
0.454266,4.639931108,0.09464515
0.455313,4.629314318,0.09297985
0.456362,4.61883896,0.09136444
0.457414,4.608501009,0.0897975
0.458469,4.598300094,0.08827754
0.459526,4.588233504,0.08680313
0.460585,4.578299167,0.08537286
0.461647,4.56849428,0.08398533
0.462711,4.558817909,0.08263911
0.463778,4.549266825,0.08133286
0.464847,4.539839985,0.08006521
0.465918,4.530536046,0.07883479
0.466992,4.521351562,0.07764034
0.468069,4.512285988,0.07648052
0.469148,4.503336348,0.07535408
0.47023,4.494502244,0.07425976
0.471313,4.485780429,0.07319636
0.4724,4.477169694,0.07216267
0.473489,4.468668298,0.07115753
0.47458,4.460273949,0.07017979
0.475675,4.451986227,0.06922833
0.476771,4.443801888,0.06830209
0.47787,4.435720419,0.06739999
0.478972,4.427739781,0.06652101
0.480076,4.419858035,0.06566416
0.481183,4.412074007,0.06482847
0.482292,4.40438478,0.06401302
0.483404,4.396790732,0.06321686
0.484518,4.389289203,0.06243915
0.485635,4.381878814,0.06167903
0.486754,4.374556869,0.06093571
0.487876,4.367323562,0.06020837
0.489001,4.360176956,0.05949626
0.490128,4.353114781,0.05879866
0.491258,4.346136518,0.05811487
0.492391,4.339239073,0.05744424
0.493526,4.332422952,0.05678611
0.494664,4.325686054,0.05613987
0.495804,4.319027139,0.05550493
0.496947,4.312443953,0.05488075
0.498092,4.305936218,0.0542668
0.499241,4.29950216,0.05366256
0.500391,4.29313974,0.05306758
0.501545,4.286848722,0.05248138
0.502701,4.280626963,0.05190355
0.50386,4.274473578,0.05133368
0.505022,4.268388298,0.05077139
0.506186,4.262368475,0.05021631
0.507353,4.256413485,0.04966812
0.508522,4.250522823,0.0491265
0.509694,4.244692922,0.04859116
0.510869,4.23892615,0.0480618
0.512047,4.233218805,0.04753819
0.513227,4.227570583,0.04702008
0.514411,4.221980925,0.04650724
0.515596,4.216448381,0.04599948
0.516785,4.210971921,0.0454966
0.517976,4.205549554,0.04499845
0.51917,4.200182385,0.04450483
0.520367,4.194867753,0.04401563
0.521567,4.189605252,0.04353069
0.522769,4.184394962,0.04304991
0.523974,4.179233957,0.04257318
0.525182,4.174123437,0.04210038
0.526393,4.1690611,0.04163145
0.527606,4.164046127,0.0411663
0.528822,4.159078913,0.04070486
0.530042,4.1541579,0.04024707
0.531263,4.14928277,0.03979287
0.532488,4.144451324,0.03934224
0.533716,4.139663991,0.03889512
0.534946,4.13492091,0.03845148
0.536179,4.130220102,0.03801129
0.537415,4.125561076,0.03757454
0.538654,4.12094358,0.03714121
0.539896,4.116366715,0.03671128
0.54114,4.111829787,0.03628475
0.542388,4.107332563,0.03586161
0.543638,4.102873716,0.03544186
0.544891,4.098453254,0.0350255
0.546147,4.094070681,0.03461254
0.547406,4.089725119,0.03420298
0.548668,4.085416234,0.03379683
0.549933,4.081143103,0.03339409
0.551201,4.076905994,0.03299478
0.552471,4.072703702,0.03259891
0.553745,4.06853606,0.03220648
0.555022,4.064402101,0.03181752
0.556301,4.060302563,0.03143203
0.557583,4.05623628,0.03105003
0.558869,4.052202454,0.03067153
0.560157,4.04820167,0.03029654
0.561448,4.044231952,0.02992508
0.562743,4.040293769,0.02955715
0.56404,4.036387124,0.02919277
0.56534,4.032511855,0.02883195
0.566643,4.028666104,0.0284747
0.56795,4.024851157,0.02812102
0.569259,4.02106585,0.02777093
0.570571,4.017309157,0.02742443
0.571887,4.01358226,0.02708153
0.573205,4.009883957,0.02674224
0.574526,4.006213314,0.02640656
0.575851,4.002571279,0.02607448
0.577178,3.998957075,0.02574602
0.578509,3.9953697,0.02542117
0.579842,3.991810437,0.02509993
0.581179,3.988277724,0.02478231
0.582519,3.984771335,0.02446829
0.583862,3.981291798,0.02415788
0.585207,3.977837087,0.02385107
0.586557,3.97440924,0.02354784
0.587909,3.971006301,0.02324821
0.589264,3.967628734,0.02295215
0.590622,3.964275902,0.02265965
0.591984,3.960948346,0.02237071
0.593349,3.957645174,0.02208532
0.594716,3.954365905,0.02180346
0.596087,3.951111043,0.02152511
0.597461,3.947879413,0.02125027
0.598839,3.944671672,0.02097891
0.600219,3.941487921,0.02071102
0.601603,3.938325856,0.02044659
0.60299,3.935187931,0.02018558
0.60438,3.932071971,0.019928
0.605773,3.928978837,0.01967381
0.607169,3.925908097,0.01942299
0.608569,3.922859433,0.01917552
0.609972,3.919832556,0.01893139
0.611378,3.916826974,0.01869057
0.612787,3.913842964,0.01845304
0.6142,3.910880603,0.01821877
0.615616,3.907939198,0.01798773
0.617035,3.905018712,0.01775991
0.618458,3.902118571,0.01753529
0.619883,3.899239577,0.01731382
0.621312,3.896380512,0.01709549
0.622744,3.893541837,0.01688028
0.62418,3.890723677,0.01666815
0.625619,3.887924692,0.01645909
0.627061,3.885146086,0.01625305
0.628507,3.882386087,0.01605002
0.629956,3.879645765,0.01584997
0.631408,3.876924867,0.01565287
0.632863,3.874223385,0.01545869
0.634322,3.871539795,0.01526742
0.635784,3.868875275,0.01507901
0.63725,3.866229566,0.01489344
0.638719,3.863602354,0.01471068
0.640191,3.860993336,0.0145307
0.641667,3.858401874,0.01435349
0.643146,3.855828905,0.014179
0.644629,3.853273441,0.01400721
0.646115,3.850736017,0.0138381
0.647605,3.848215354,0.01367163
0.649097,3.845712762,0.01350778
0.650594,3.843227652,0.01334651
0.652094,3.840759023,0.01318781
0.653597,3.838307668,0.01303165
0.655103,3.835872716,0.01287799
0.656614,3.833454647,0.01272681
0.658127,3.831053687,0.01257808
0.659644,3.828668987,0.01243178
0.661165,3.826300133,0.01228787
0.662689,3.823947906,0.01214634
0.664217,3.82161158,0.01200715
0.665748,3.819291689,0.01187028
0.667283,3.816986599,0.01173571
0.668821,3.814697556,0.0116034
0.670363,3.812424117,0.01147333
0.671908,3.81016681,0.01134547
0.673457,3.807923825,0.0112198
0.675009,3.80569664,0.01109629
0.676566,3.803484145,0.01097492
0.678125,3.801287092,0.01085567
0.679688,3.799104259,0.0107385
0.681255,3.796936805,0.01062339
0.682826,3.794783784,0.01051032
0.6844,3.79264519,0.01039926
0.685978,3.790521502,0.01029019
0.687559,3.788411665,0.01018308
0.689144,3.786316468,0.01007791
0.690732,3.784235354,0.00997465
0.692325,3.782167786,0.00987329
0.693921,3.780114394,0.00977379
0.69552,3.77807531,0.00967613
0.697124,3.776049394,0.00958028
0.698731,3.774037486,0.00948623
0.700342,3.772038774,0.00939395
0.701956,3.770053682,0.00930342
0.703574,3.76808161,0.0092146
0.705196,3.766123607,0.00912748
0.706822,3.764177972,0.00904204
0.708451,3.762245827,0.00895823
0.710084,3.760326883,0.00887605
0.711721,3.758420528,0.00879547
0.713362,3.756527069,0.00871647
0.715006,3.754646078,0.008639
0.716655,3.752778228,0.00856306
0.718307,3.750922984,0.00848862
0.719963,3.749079739,0.00841565
0.721622,3.747249665,0.00834411
0.723286,3.745431165,0.008274
0.724953,3.743625442,0.00820528
0.726624,3.741831516,0.00813791
0.728299,3.740050181,0.00807188
0.729978,3.738280195,0.00800716
0.731661,3.736522861,0.00794371
0.733348,3.734777485,0.0078815
0.735038,3.733043213,0.00782051
0.736733,3.73132159,0.0077607
0.738431,3.729611141,0.00770205
0.740133,3.727912127,0.00764451
0.741839,3.726224882,0.00758806
0.743549,3.72454884,0.00753266
0.745264,3.722884933,0.00747827
0.746982,3.721232,0.00742486
0.748704,3.719590072,0.0073724
0.750429,3.717960149,0.00732084
0.752159,3.716340232,0.00727014
0.753893,3.714732334,0.00722026
0.755631,3.713135006,0.00717117
0.757373,3.71154867,0.00712282
0.759119,3.70997341,0.00707516
0.760869,3.708408892,0.00702815
0.762623,3.706855342,0.00698175
0.764381,3.705312589,0.0069359
0.766143,3.703780099,0.00689057
0.767909,3.702258366,0.00684569
0.769679,3.70074685,0.00680121
0.771454,3.6992461,0.0067571
0.773232,3.697755653,0.00671328
0.775015,3.696274733,0.00666972
0.776801,3.694804951,0.00662634
0.778592,3.693345235,0.0065831
0.780387,3.691895358,0.00653994
0.782186,3.690455947,0.00649681
0.783989,3.689025834,0.00645363
0.785796,3.687605974,0.00641036
0.787608,3.686195402,0.00636694
0.789423,3.684794682,0.0063233
0.791243,3.683403603,0.00627938
0.793067,3.682022123,0.00623514
0.794895,3.680649739,0.0061905
0.796728,3.679286821,0.00614541
0.798564,3.677933247,0.0060998
0.800405,3.676589073,0.00605364
0.80225,3.675253648,0.00600685
0.8041,3.673926305,0.00595939
0.805953,3.672608726,0.0059112
0.807811,3.671299441,0.00586224
0.809673,3.669998652,0.00581245
0.81154,3.668706571,0.00576179
0.813411,3.66742258,0.00571022
0.815286,3.666146542,0.0056577
0.817165,3.664879085,0.0056042
0.819049,3.663619417,0.00554969
0.820937,3.662367543,0.00549413
0.82283,3.661123092,0.0054375
0.824726,3.65988603,0.0053798
0.826628,3.658657386,0.005321
0.828533,3.657435047,0.00526109
0.830443,3.656220229,0.00520008
0.832357,3.655011945,0.00513795
0.834276,3.653810946,0.00507473
0.836199,3.652617014,0.00501042
0.838127,3.651429218,0.00494505
0.840059,3.650248184,0.00487862
0.841996,3.649073119,0.00481118
0.843937,3.64790463,0.00474274
0.845882,3.646742293,0.00467336
0.847832,3.645585614,0.00460307
0.849787,3.644435069,0.00453192
0.851746,3.643290354,0.00445996
0.853709,3.642150838,0.00438724
0.855677,3.641017343,0.00431382
0.85765,3.639888986,0.00423977
0.859627,3.638765982,0.00416514
0.861608,3.637648271,0.00409001
0.863595,3.636536522,0.00401444
0.865585,3.635428966,0.0039385
0.867581,3.634326702,0.00386226
0.869581,3.633229435,0.0037858
0.871585,3.632137095,0.00370919
0.873594,3.63104974,0.00363249
0.875608,3.629966547,0.00355579
0.877627,3.628888994,0.00347915
0.87965,3.627815647,0.00340264
0.881678,3.626746785,0.00332633
0.88371,3.625682924,0.0032503
0.885747,3.624623414,0.0031746
0.887789,3.623568988,0.0030993
0.889836,3.622518604,0.00302446
0.891887,3.62147308,0.00295014
0.893943,3.620431835,0.0028764
0.896004,3.619395589,0.0028033
0.898069,3.618363172,0.00273087
0.90014,3.617335853,0.00265917
0.902215,3.616313106,0.00258826
0.904294,3.615294477,0.00251816
0.906379,3.61428025,0.00244892
0.908469,3.613271149,0.00238057
0.910563,3.612265859,0.00231316
0.912662,3.61126552,0.00224671
0.914766,3.610270068,0.00218124
0.916874,3.609278062,0.0021168
0.918988,3.608291587,0.00205339
0.921107,3.607309054,0.00199104
0.92323,3.606331627,0.00192977
0.925358,3.605358136,0.00186959
0.927491,3.604389576,0.00181052
0.929629,3.603425961,0.00175257
0.931772,3.602466095,0.00169575
0.93392,3.601511452,0.00164006
0.936073,3.600560996,0.00158552
0.938231,3.599615269,0.00153212
0.940394,3.598674387,0.00147987
0.942562,3.597738101,0.00142876
0.944735,3.596805653,0.00137881
0.946913,3.595878599,0.00132999
0.949095,3.594955808,0.00128232
0.951283,3.59403794,0.00123579
0.953476,3.593124487,0.00119038
0.955674,3.592215929,0.0011461
0.957877,3.59131184,0.00110293
0.960085,3.590412235,0.00106087
0.962299,3.58951733,0.0010199
0.964517,3.588627209,0.00098002
0.96674,3.587741413,0.00094122
0.968969,3.586860545,0.00090347
0.971203,3.58598398,0.00086677
0.973442,3.585112501,0.00083111
0.975686,3.58424496,0.00079647
0.977935,3.583382193,0.00076284
0.980189,3.582524263,0.00073021
0.982449,3.581670916,0.00069855
0.984713,3.580822101,0.00066785
0.986983,3.579977835,0.00063811
0.989259,3.579137896,0.00060929
0.991539,3.578302754,0.00058139
0.993825,3.577471853,0.0005544
0.996116,3.576645707,0.00052829
0.998412,3.575823912,0.00050305
1.00071,3.575006846,0.00047866
1.00302,3.574194155,0.00045511
1.00533,3.573385844,0.00043238
1.00765,3.572581923,0.00041046
1.00997,3.571782942,0.00038932
1.0123,3.570988042,0.00036896
1.01464,3.570197494,0.00034936
1.01697,3.56941118,0.00033051
1.01932,3.56862962,0.00031238
1.02167,3.567852004,0.00029496
1.02402,3.56707889,0.00027824
1.02638,3.56630984,0.0002622
1.02875,3.565545671,0.00024684
1.03112,3.56478554,0.00023212
1.0335,3.564029581,0.00021805
1.03588,3.563278253,0.00020461
1.03827,3.562530799,0.00019177
1.04066,3.561787586,0.00017954
1.04306,3.561048554,0.00016789
1.04547,3.560313464,0.00015682
1.04788,3.559582898,0.00014631
1.05029,3.558856505,0.00013635
1.05271,3.558134076,0.00012692
1.05514,3.557415849,0.00011802
1.05757,3.55670157,0.00010964
1.06001,3.555991418,0.00010175
1.06245,3.555285587,9.44E-05
1.0649,3.554583671,8.75E-05
1.06736,3.553885544,8.10E-05
1.06982,3.553191986,7.50E-05
1.07228,3.552502001,6.95E-05
1.07476,3.551816287,6.44E-05
1.07723,3.551134187,5.97E-05
1.07972,3.550456137,5.55E-05
1.08221,3.54978221,5.17E-05
1.0847,3.549111934,4.82E-05
1.0872,3.548446097,4.51E-05
1.08971,3.547784073,4.23E-05
1.09222,3.547126135,3.99E-05
1.09474,3.546471864,3.75E-05
1.09726,3.545822144,3.52E-05
1.09979,3.545175473,3.30E-05
1.10233,3.544532894,3.10E-05
1.10487,3.543893961,2.90E-05
1.10741,3.543258716,2.71E-05
1.10997,3.542627133,2.52E-05
1.11253,3.541999283,2.35E-05
1.11509,3.54137438,2.18E-05
1.11766,3.540753478,2.03E-05
1.12024,3.540136465,1.88E-05
1.12282,3.539522607,1.74E-05
1.12541,3.538911915,1.60E-05
1.128,3.538304856,1.47E-05
1.1306,3.537701337,1.35E-05
1.13321,3.53710125,1.23E-05
1.13582,3.536504291,1.12E-05
1.13844,3.5359107,1.02E-05
1.14106,3.535320402,9.21E-06
1.14369,3.53473317,8.29E-06
1.14633,3.534149591,7.43E-06
1.14897,3.533568891,6.62E-06
1.15162,3.532991587,5.86E-06
1.15428,3.532417189,5.17E-06
1.15694,3.531846481,4.52E-06
1.1596,3.531278155,3.92E-06
1.16228,3.530713671,3.38E-06
1.16496,3.53015191,2.88E-06
1.16764,3.529593327,2.43E-06
1.17033,3.529037927,2.02E-06
1.17303,3.528485136,1.65E-06
1.17574,3.527936043,1.33E-06
1.17845,3.52738931,1.05E-06
1.18116,3.526845813,8.06E-07
1.18389,3.526305487,6.03E-07
1.18662,3.525767814,4.39E-07
1.18935,3.52523325,3.13E-07
1.19209,3.524700963,2.24E-07
1.19484,3.524172499,1.72E-07
1.19759,3.523646609,1.45E-07
1.20036,3.52312302,1.25E-07
1.20312,3.522602907,1.12E-07
1.2059,3.522085624,1.05E-07
1.20868,3.521570816,1.00E-07
1.21146,3.521058841,9.55E-08
1.21425,3.520549701,9.11E-08
1.21705,3.520043171,8.69E-08
1.21986,3.519539467,8.29E-08
1.22267,3.519038384,7.91E-08
1.22549,3.51854032,7.55E-08
1.22832,3.518044478,7.21E-08
1.23115,3.517551591,6.88E-08
1.23398,3.517061359,6.57E-08
1.23683,3.516573588,6.27E-08
1.23968,3.516088196,5.99E-08
1.24254,3.515605788,5.72E-08
1.2454,3.515125367,5.47E-08
1.24827,3.514647897,5.22E-08
1.25115,3.514173011,4.99E-08
1.25404,3.51370061,4.77E-08
1.25693,3.513230384,4.56E-08
1.25982,3.512762992,4.36E-08
1.26273,3.512297644,4.17E-08
1.26564,3.511835314,3.99E-08
1.26856,3.511375098,3.82E-08
